1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
1.2957,0.98626,1.0782,1.0665,1.0112,1.038,0.99171,1.1015,0.87619,1.0004,1.0713,1.0631,0.98061,0.96388,0.99622
